id,visited1,visited2,observed_lt1,observed_re1,observed_lt2,observed_re2,observed_1,observed_2,x,y
626,1,1,-5,0,0,-5,0,0,552409,9777074
627,0,1,-5,-5,1,-5,-5,1,552409,9795074
628,0,1,-5,-5,0,-5,-5,0,552409,9789074
629,0,1,-5,-5,0,-5,-5,0,545409,9831074
630,0,1,-5,-5,1,-5,-5,1,545409,9825074
631,0,1,-5,-5,0,-5,-5,0,545409,9807074
632,0,1,-5,-5,0,-5,-5,0,545409,9801074
633,0,1,-5,-5,0,-5,-5,0,545409,9819074
634,0,1,-5,-5,1,-5,-5,1,545409,9813074
635,0,1,-5,-5,1,-5,-5,1,545409,9795074
636,0,1,-5,-5,0,-5,-5,0,545409,9789074
637,0,1,-5,-5,0,-5,-5,0,538409,9795074
638,0,1,-5,-5,0,-5,-5,0,496409,9843074
639,0,1,-5,-5,1,-5,-5,1,496409,9855074
640,0,1,-5,-5,0,-5,-5,0,496409,9849074
641,0,1,-5,-5,1,-5,-5,1,489409,9855074
642,0,1,-5,-5,0,-5,-5,0,489409,9849074
643,0,1,-5,-5,0,-5,-5,0,489409,9861074
644,0,1,-5,-5,0,-5,-5,0,482409,9855074
645,0,1,-5,-5,1,-5,-5,1,482409,9861074
646,0,1,-5,-5,0,-5,-5,0,517409,9849074
647,0,1,-5,-5,0,-5,-5,0,517409,9831074
648,0,1,-5,-5,0,-5,-5,0,517409,9825074
649,0,1,-5,-5,0,-5,-5,0,517409,9843074
650,0,1,-5,-5,0,-5,-5,0,517409,9837074
651,0,1,-5,-5,0,-5,-5,0,517409,9819074
652,0,1,-5,-5,1,-5,-5,1,517409,9813074
653,0,1,-5,-5,0,-5,-5,0,510409,9849074
654,0,1,-5,-5,0,-5,-5,0,510409,9831074
655,0,1,-5,-5,0,-5,-5,0,510409,9825074
656,0,1,-5,-5,0,-5,-5,0,510409,9843074
657,0,1,-5,-5,0,-5,-5,0,510409,9837074
658,0,1,-5,-5,0,-5,-5,0,510409,9819074
659,0,1,-5,-5,0,-5,-5,0,503409,9855074
660,0,1,-5,-5,0,-5,-5,0,503409,9849074
661,0,1,-5,-5,0,-5,-5,0,503409,9831074
662,0,1,-5,-5,1,-5,-5,1,503409,9843074
663,0,1,-5,-5,0,-5,-5,0,503409,9837074
664,1,1,-5,0,1,-5,0,1,615409,9735074
665,1,1,-5,1,0,-5,1,0,615409,9729074
666,0,1,-5,-5,0,-5,-5,0,608409,9735074
667,0,1,-5,-5,1,-5,-5,1,608409,9729074
668,0,1,-5,-5,1,-5,-5,1,608409,9741074
669,0,1,-5,-5,1,-5,-5,1,601409,9747074
670,0,1,-5,-5,1,-5,-5,1,601409,9741074
671,0,1,-5,-5,1,-5,-5,1,573409,9771074
672,0,1,-5,-5,1,-5,-5,1,573409,9765074
673,0,1,-5,-5,1,-5,-5,1,573409,9783074
674,0,1,-5,-5,1,-5,-5,1,573409,9777074
675,0,1,-5,-5,1,-5,-5,1,573409,9789074
676,0,1,-5,-5,1,-5,-5,1,566409,9783074
677,0,1,-5,-5,1,-5,-5,1,566409,9777074
678,0,1,-5,-5,0,-5,-5,0,566409,9795074
679,0,1,-5,-5,0,-5,-5,0,566409,9789074
680,0,1,-5,-5,1,-5,-5,1,566409,9771074
681,0,1,-5,-5,0,-5,-5,0,566409,9801074
682,0,1,-5,-5,1,-5,-5,1,559409,9807074
683,0,1,-5,-5,0,-5,-5,0,559409,9801074
684,0,1,-5,-5,0,-5,-5,0,559409,9813074
685,0,1,-5,-5,1,-5,-5,1,559409,9783074
686,0,1,-5,-5,1,-5,-5,1,559409,9777074
687,0,1,-5,-5,0,-5,-5,0,559409,9795074
688,0,1,-5,-5,1,-5,-5,1,559409,9789074
689,0,1,-5,-5,1,-5,-5,1,594409,9753074
690,0,1,-5,-5,1,-5,-5,1,594409,9747074
691,0,1,-5,-5,0,-5,-5,0,587409,9759074
692,0,1,-5,-5,1,-5,-5,1,587409,9753074
693,0,1,-5,-5,0,-5,-5,0,587409,9771074
694,0,1,-5,-5,1,-5,-5,1,587409,9765074
695,0,1,-5,-5,0,-5,-5,0,580409,9783074
696,0,1,-5,-5,1,-5,-5,1,580409,9777074
697,0,1,-5,-5,0,-5,-5,0,580409,9759074
698,0,1,-5,-5,1,-5,-5,1,580409,9771074
699,0,1,-5,-5,1,-5,-5,1,580409,9765074
700,0,1,-5,-5,1,-5,-5,1,412409,9807074
701,0,0,-5,-5,-5,-5,-5,-5,412409,9777074
702,0,0,-5,-5,-5,-5,-5,-5,412409,9771074
703,0,1,-5,-5,-5,0,-5,0,405409,9807074
704,0,1,-5,-5,-5,0,-5,0,405409,9789074
705,0,0,-5,-5,-5,-5,-5,-5,419409,9765074
706,0,1,-5,-5,0,0,-5,0,440409,9777074
707,0,1,-5,-5,0,0,-5,0,440409,9771074
708,0,1,-5,-5,0,0,-5,0,475409,9759074
709,0,1,-5,-5,0,0,-5,0,475409,9753074
710,0,1,-5,-5,0,0,-5,0,475409,9771074
711,0,1,-5,-5,0,0,-5,0,475409,9765074
712,0,1,-5,-5,0,0,-5,0,475409,9747074
713,0,1,-5,-5,0,0,-5,0,475409,9741074
714,0,1,-5,-5,0,0,-5,0,468409,9747074
715,0,1,-5,-5,0,0,-5,0,468409,9759074
716,0,1,-5,-5,0,0,-5,0,468409,9753074
717,0,1,-5,-5,0,0,-5,0,468409,9765074
718,0,1,-5,-5,1,0,-5,1,461409,9759074
719,0,1,-5,-5,0,0,-5,0,461409,9765074
720,0,1,-5,-5,0,0,-5,0,412409,9801074
721,0,1,-5,-5,1,0,-5,1,412409,9783074
722,0,1,-5,-5,0,0,-5,0,412409,9795074
723,0,1,-5,-5,0,0,-5,0,412409,9789074
724,0,1,-5,-5,0,0,-5,0,405409,9801074
725,0,1,-5,-5,0,0,-5,0,405409,9795074
726,0,1,-5,-5,0,0,-5,0,433409,9783074
727,0,1,-5,-5,1,0,-5,1,433409,9777074
728,1,1,-5,1,1,-5,1,1,433409,9789074
729,0,1,-5,-5,1,0,-5,1,426409,9783074
730,0,1,-5,-5,0,0,-5,0,426409,9777074
731,0,1,-5,-5,0,0,-5,0,426409,9789074
732,0,1,-5,-5,0,0,-5,0,426409,9771074
733,0,1,-5,-5,0,0,-5,0,419409,9801074
734,0,1,-5,-5,0,0,-5,0,419409,9783074
735,0,1,-5,-5,1,0,-5,1,419409,9777074
736,0,1,-5,-5,0,0,-5,0,419409,9795074
737,0,1,-5,-5,1,0,-5,1,419409,9789074
738,0,1,-5,-5,0,0,-5,0,419409,9771074
739,0,1,-5,-5,0,1,-5,1,524409,9741074
740,0,1,-5,-5,0,0,-5,0,517409,9753074
741,0,1,-5,-5,0,0,-5,0,517409,9735074
742,0,1,-5,-5,1,0,-5,1,517409,9747074
743,0,1,-5,-5,1,1,-5,1,517409,9741074
744,0,1,-5,-5,0,0,-5,0,496409,9777074
745,0,1,-5,-5,1,0,-5,1,496409,9759074
746,0,1,-5,-5,1,-5,-5,1,496409,9753074
747,0,1,-5,-5,0,0,-5,0,496409,9771074
748,0,1,-5,-5,0,0,-5,0,496409,9765074
749,0,1,-5,-5,0,1,-5,1,489409,9759074
750,0,1,-5,-5,0,0,-5,0,489409,9753074
751,0,1,-5,-5,0,0,-5,0,489409,9771074
752,0,1,-5,-5,1,1,-5,1,489409,9765074
753,0,1,-5,-5,0,0,-5,0,489409,9735074
754,0,1,-5,-5,0,0,-5,0,489409,9747074
755,0,1,-5,-5,0,0,-5,0,489409,9741074
756,0,1,-5,-5,0,0,-5,0,489409,9783074
757,0,1,-5,-5,0,0,-5,0,489409,9777074
758,0,1,-5,-5,0,1,-5,1,482409,9783074
759,0,1,-5,-5,0,0,-5,0,482409,9777074
760,0,1,-5,-5,0,0,-5,0,482409,9759074
761,0,1,-5,-5,0,0,-5,0,482409,9753074
762,1,1,-5,1,0,0,1,0,482409,9771074
763,0,1,-5,-5,0,0,-5,0,482409,9765074
764,0,1,-5,-5,0,0,-5,0,482409,9747074
765,0,1,-5,-5,0,0,-5,0,482409,9741074
766,0,1,-5,-5,0,1,-5,1,510409,9759074
767,0,1,-5,-5,0,0,-5,0,510409,9753074
768,0,1,-5,-5,1,0,-5,1,510409,9735074
769,0,1,-5,-5,0,0,-5,0,510409,9747074
770,0,1,-5,-5,0,0,-5,0,510409,9741074
771,0,1,-5,-5,0,0,-5,0,503409,9759074
772,0,1,-5,-5,0,0,-5,0,503409,9753074
773,0,1,-5,-5,0,0,-5,0,503409,9771074
774,0,1,-5,-5,0,0,-5,0,503409,9765074
775,0,1,-5,-5,0,0,-5,0,503409,9735074
776,0,1,-5,-5,1,1,-5,1,503409,9747074
777,0,1,-5,-5,1,0,-5,1,503409,9741074
778,0,1,-5,-5,0,0,-5,0,496409,9735074
779,0,1,-5,-5,1,1,-5,1,496409,9747074
780,0,1,-5,-5,0,1,-5,1,496409,9741074
781,0,1,-5,-5,0,0,-5,0,454409,9765074
782,0,1,-5,-5,0,0,-5,0,440409,9747074
783,0,1,-5,-5,0,0,-5,0,440409,9759074
784,0,1,-5,-5,0,0,-5,0,440409,9753074
785,0,1,-5,-5,0,0,-5,0,440409,9765074
786,0,1,-5,-5,0,0,-5,0,475409,9735074
787,0,1,-5,-5,1,1,-5,1,475409,9729074
788,0,0,-5,-5,-5,-5,-5,-5,468409,9639074
789,0,1,-5,-5,1,1,-5,1,468409,9651074
790,0,1,-5,-5,1,0,-5,1,468409,9645074
791,0,1,-5,-5,0,0,-5,0,468409,9735074
792,0,1,-5,-5,0,0,-5,0,468409,9729074
793,0,1,-5,-5,0,0,-5,0,468409,9741074
794,0,1,-5,-5,1,1,-5,1,468409,9711074
795,0,1,-5,-5,0,1,-5,1,468409,9705074
796,0,1,-5,-5,0,0,-5,0,468409,9723074
797,0,1,-5,-5,0,1,-5,1,468409,9717074
798,0,1,-5,-5,1,0,-5,1,468409,9687074
799,0,1,-5,-5,1,0,-5,1,468409,9681074
800,0,1,-5,-5,1,0,-5,1,468409,9699074
801,0,0,-5,-5,-5,-5,-5,-5,468409,9693074
802,0,1,-5,-5,1,0,-5,1,468409,9663074
803,0,0,-5,-5,-5,-5,-5,-5,468409,9657074
804,0,1,-5,-5,1,1,-5,1,468409,9675074
805,0,1,-5,-5,1,0,-5,1,468409,9669074
806,0,1,-5,-5,1,0,-5,1,461409,9663074
807,1,0,-5,1,-5,-5,1,-5,461409,9657074
808,0,1,-5,-5,0,0,-5,0,461409,9675074
809,0,1,-5,-5,0,0,-5,0,461409,9669074
810,0,1,-5,-5,1,1,-5,1,461409,9639074
811,0,1,-5,-5,1,1,-5,1,461409,9651074
812,0,1,-5,-5,0,0,-5,0,461409,9645074
813,0,1,-5,-5,0,0,-5,0,461409,9753074
814,0,1,-5,-5,0,0,-5,0,461409,9735074
815,0,1,-5,-5,0,0,-5,0,461409,9729074
816,0,0,-5,-5,-5,-5,-5,-5,461409,9747074
817,0,1,-5,-5,1,0,-5,1,461409,9741074
818,0,1,-5,-5,0,1,-5,1,461409,9711074
819,0,1,-5,-5,1,0,-5,1,461409,9705074
820,0,1,-5,-5,0,0,-5,0,461409,9687074
821,0,1,-5,-5,0,0,-5,0,461409,9681074
822,0,1,-5,-5,0,-5,-5,0,461409,9699074
823,0,0,-5,-5,-5,-5,-5,-5,461409,9693074
824,0,1,-5,-5,1,0,-5,1,454409,9687074
825,0,1,-5,-5,0,0,-5,0,454409,9681074
826,0,1,-5,-5,1,0,-5,1,454409,9699074
827,0,0,-5,-5,-5,-5,-5,-5,454409,9693074
828,0,1,-5,-5,0,0,-5,0,454409,9663074
829,0,1,-5,-5,0,0,-5,0,454409,9657074
830,0,1,-5,-5,0,0,-5,0,454409,9675074
831,0,1,-5,-5,0,0,-5,0,454409,9669074
832,0,1,-5,-5,1,1,-5,1,454409,9639074
833,0,1,-5,-5,1,0,-5,1,454409,9651074
834,0,1,-5,-5,1,1,-5,1,454409,9645074
835,0,1,-5,-5,0,0,-5,0,433409,9759074
836,0,1,-5,-5,0,0,-5,0,433409,9753074
837,0,1,-5,-5,0,0,-5,0,433409,9771074
838,0,1,-5,-5,0,0,-5,0,433409,9765074
839,0,1,-5,-5,0,-5,-5,0,426409,9759074
840,0,1,-5,-5,1,0,-5,1,426409,9765074
841,1,1,-5,1,1,0,1,1,489409,9663074
842,0,1,-5,-5,1,0,-5,1,489409,9657074
843,0,1,-5,-5,0,0,-5,0,489409,9675074
844,0,1,-5,-5,0,0,-5,0,489409,9669074
845,0,1,-5,-5,0,0,-5,0,489409,9651074
846,0,1,-5,-5,0,0,-5,0,489409,9645074
847,0,1,-5,-5,0,0,-5,0,489409,9729074
848,0,1,-5,-5,0,0,-5,0,489409,9711074
849,0,1,-5,-5,0,0,-5,0,489409,9705074
850,0,1,-5,-5,0,0,-5,0,489409,9723074
851,0,1,-5,-5,0,0,-5,0,489409,9717074
852,0,1,-5,-5,0,0,-5,0,489409,9687074
853,0,1,-5,-5,0,0,-5,0,489409,9681074
854,0,1,-5,-5,1,0,-5,1,489409,9699074
855,1,1,-5,1,1,0,1,1,489409,9693074
856,0,1,-5,-5,0,0,-5,0,482409,9687074
857,0,1,-5,-5,1,0,-5,1,482409,9681074
858,1,1,-5,1,0,1,1,1,482409,9699074
859,0,1,-5,-5,1,0,-5,1,482409,9693074
860,0,1,-5,-5,0,1,-5,1,482409,9663074
861,0,1,-5,-5,1,1,-5,1,482409,9657074
862,0,1,-5,-5,0,0,-5,0,482409,9675074
863,0,1,-5,-5,0,1,-5,1,482409,9669074
864,0,1,-5,-5,0,0,-5,0,482409,9639074
865,0,1,-5,-5,1,0,-5,1,482409,9651074
866,0,1,-5,-5,1,1,-5,1,482409,9645074
867,0,1,-5,-5,0,0,-5,0,482409,9735074
868,0,1,-5,-5,0,0,-5,0,482409,9729074
869,0,1,-5,-5,0,0,-5,0,482409,9711074
870,0,1,-5,-5,0,0,-5,0,482409,9705074
871,0,1,-5,-5,0,0,-5,0,482409,9723074
872,0,1,-5,-5,0,0,-5,0,482409,9717074
873,0,1,-5,-5,0,1,-5,1,475409,9711074
874,0,1,-5,-5,0,0,-5,0,475409,9705074
875,0,0,-5,-5,-5,-5,-5,-5,475409,9723074
876,0,1,-5,-5,0,1,-5,1,475409,9717074
877,0,0,-5,-5,-5,-5,-5,-5,475409,9687074
878,0,1,-5,-5,0,0,-5,0,475409,9681074
879,0,1,-5,-5,0,0,-5,0,475409,9699074
880,0,0,-5,-5,-5,-5,-5,-5,475409,9693074
881,0,0,-5,-5,-5,-5,-5,-5,475409,9663074
882,0,0,-5,-5,-5,-5,-5,-5,475409,9657074
883,0,1,-5,-5,0,0,-5,0,475409,9675074
884,0,1,-5,-5,1,0,-5,1,475409,9669074
885,0,1,-5,-5,1,0,-5,1,475409,9639074
886,0,1,-5,-5,1,1,-5,1,475409,9651074
887,0,1,-5,-5,1,0,-5,1,475409,9645074
888,1,1,-5,1,1,1,1,1,496409,9711074
889,0,1,-5,-5,0,1,-5,1,496409,9705074
890,0,1,-5,-5,1,0,-5,1,496409,9717074
891,0,1,-5,-5,0,0,-5,0,454409,9759074
892,0,1,-5,-5,0,0,-5,0,454409,9753074
893,0,1,-5,-5,0,1,-5,1,454409,9735074
894,0,1,-5,-5,0,0,-5,0,454409,9747074
895,0,1,-5,-5,0,0,-5,0,454409,9741074
896,0,0,-5,-5,-5,-5,-5,-5,454409,9705074
897,0,1,-5,-5,0,0,-5,0,447409,9687074
898,0,1,-5,-5,0,0,-5,0,447409,9681074
899,0,1,-5,-5,0,0,-5,0,447409,9663074
900,0,1,-5,-5,0,0,-5,0,447409,9657074
901,0,1,-5,-5,1,0,-5,1,447409,9675074
902,1,1,-5,1,1,0,1,1,447409,9669074
903,0,1,-5,-5,1,0,-5,1,447409,9639074
904,0,1,-5,-5,1,0,-5,1,447409,9651074
905,1,1,-5,1,1,0,1,1,447409,9645074
906,0,1,-5,-5,0,0,-5,0,447409,9759074
907,0,1,-5,-5,0,0,-5,0,447409,9753074
908,0,1,-5,-5,0,0,-5,0,447409,9765074
909,0,1,-5,-5,0,-5,-5,0,447409,9735074
910,0,1,-5,-5,0,0,-5,0,447409,9747074
911,0,1,-5,-5,0,0,-5,0,447409,9741074
912,0,1,-5,-5,-5,0,-5,0,440409,9741074
913,0,0,-5,-5,-5,-5,-5,-5,440409,9663074
914,0,0,-5,-5,-5,-5,-5,-5,440409,9657074
915,0,0,-5,-5,-5,-5,-5,-5,440409,9675074
916,0,0,-5,-5,-5,-5,-5,-5,440409,9669074
917,0,0,-5,-5,-5,-5,-5,-5,433409,9747074
918,0,0,-5,-5,-5,-5,-5,-5,489409,9639074
919,0,0,-5,-5,-5,-5,-5,-5,454409,9729074
920,0,0,-5,-5,-5,-5,-5,-5,447409,9693074
921,0,1,-5,-5,-5,0,-5,0,447409,9633074
922,0,0,-5,-5,-5,-5,-5,-5,440409,9639074
923,0,0,-5,-5,-5,-5,-5,-5,440409,9651074
924,0,0,-5,-5,-5,-5,-5,-5,440409,9645074
925,0,1,-5,-5,1,-5,-5,1,538409,9855074
926,0,1,-5,-5,1,-5,-5,1,538409,9849074
927,0,1,-5,-5,0,-5,-5,0,538409,9861074
928,0,1,-5,-5,0,-5,-5,0,538409,9843074
929,0,1,-5,-5,1,-5,-5,1,531409,9855074
930,0,1,-5,-5,1,-5,-5,1,531409,9849074
931,0,0,-5,-5,-5,-5,-5,-5,531409,9867074
932,0,1,-5,-5,1,-5,-5,1,531409,9861074
933,0,0,-5,-5,-5,-5,-5,-5,524409,9873074
934,0,1,-5,-5,0,-5,-5,0,524409,9855074
935,0,1,-5,-5,1,-5,-5,1,524409,9849074
936,0,0,-5,-5,-5,-5,-5,-5,524409,9867074
937,0,1,-5,-5,1,-5,-5,1,524409,9861074
938,0,0,-5,-5,-5,-5,-5,-5,559409,9855074
939,0,1,-5,-5,1,-5,-5,1,559409,9849074
940,0,1,-5,-5,1,-5,-5,1,559409,9831074
941,0,1,-5,-5,1,-5,-5,1,559409,9825074
942,0,1,-5,-5,1,-5,-5,1,559409,9843074
943,0,1,-5,-5,0,-5,-5,0,559409,9837074
944,0,1,-5,-5,0,-5,-5,0,552409,9831074
945,0,1,-5,-5,0,-5,-5,0,552409,9843074
946,0,1,-5,-5,1,-5,-5,1,552409,9837074
947,0,1,-5,-5,0,-5,-5,0,552409,9855074
948,0,1,-5,-5,1,-5,-5,1,552409,9849074
949,0,1,-5,-5,1,-5,-5,1,545409,9855074
950,0,1,-5,-5,1,-5,-5,1,545409,9849074
951,0,0,-5,-5,-5,-5,-5,-5,545409,9861074
952,0,1,-5,-5,1,-5,-5,1,545409,9843074
953,0,1,-5,-5,1,-5,-5,1,545409,9837074
954,0,1,-5,-5,1,-5,-5,1,517409,9855074
955,0,1,-5,-5,1,-5,-5,1,517409,9867074
956,0,0,-5,-5,-5,-5,-5,-5,517409,9861074
957,0,1,-5,-5,0,-5,-5,0,517409,9873074
958,0,1,-5,-5,1,-5,-5,1,510409,9855074
959,0,1,-5,-5,0,-5,-5,0,615409,9801074
960,0,1,-5,-5,1,-5,-5,1,615409,9783074
961,0,1,-5,-5,1,-5,-5,1,615409,9777074
962,0,1,-5,-5,1,-5,-5,1,615409,9795074
963,0,1,-5,-5,1,-5,-5,1,615409,9789074
964,0,1,-5,-5,1,-5,-5,1,615409,9759074
965,0,1,-5,-5,1,-5,-5,1,615409,9753074
966,0,1,-5,-5,1,-5,-5,1,615409,9771074
967,0,1,-5,-5,1,-5,-5,1,615409,9765074
968,0,1,-5,-5,1,-5,-5,1,615409,9747074
969,0,1,-5,-5,1,-5,-5,1,615409,9741074
970,0,1,-5,-5,1,-5,-5,1,608409,9747074
971,0,1,-5,-5,1,-5,-5,1,608409,9807074
972,0,1,-5,-5,1,-5,-5,1,608409,9801074
973,0,1,-5,-5,1,-5,-5,1,608409,9783074
974,0,1,-5,-5,0,-5,-5,0,608409,9777074
975,0,1,-5,-5,1,-5,-5,1,608409,9795074
976,0,1,-5,-5,1,-5,-5,1,608409,9789074
977,0,1,-5,-5,1,-5,-5,1,608409,9759074
978,0,1,-5,-5,1,-5,-5,1,608409,9753074
979,0,1,-5,-5,1,-5,-5,1,608409,9771074
980,0,1,-5,-5,1,-5,-5,1,608409,9765074
981,0,1,-5,-5,1,-5,-5,1,601409,9759074
982,0,1,-5,-5,1,-5,-5,1,601409,9753074
983,0,1,-5,-5,1,-5,-5,1,601409,9771074
984,0,1,-5,-5,1,-5,-5,1,601409,9765074
985,0,1,-5,-5,1,-5,-5,1,601409,9807074
986,0,1,-5,-5,1,-5,-5,1,601409,9801074
987,0,1,-5,-5,0,-5,-5,0,601409,9813074
988,0,1,-5,-5,1,-5,-5,1,601409,9783074
989,0,1,-5,-5,1,-5,-5,1,601409,9777074
990,0,1,-5,-5,1,-5,-5,1,601409,9795074
991,0,1,-5,-5,1,-5,-5,1,601409,9789074
992,1,1,-5,0,1,-5,0,1,636409,9747074
993,1,1,-5,1,0,-5,1,0,636409,9741074
994,1,1,-5,0,1,-5,0,1,636409,9759074
995,1,1,-5,1,1,-5,1,1,636409,9753074
996,0,1,-5,-5,1,-5,-5,1,636409,9771074
997,0,1,-5,-5,1,-5,-5,1,636409,9765074
998,0,1,-5,-5,1,-5,-5,1,629409,9759074
999,0,1,-5,-5,1,-5,-5,1,629409,9753074
1000,0,1,-5,-5,1,-5,-5,1,629409,9771074
1001,0,1,-5,-5,1,-5,-5,1,629409,9765074
1002,1,0,-5,1,-5,-5,1,-5,629409,9735074
1003,0,1,-5,-5,1,-5,-5,1,629409,9747074
1004,1,1,-5,0,1,-5,0,1,629409,9741074
1005,0,1,-5,-5,1,-5,-5,1,629409,9777074
1006,0,1,-5,-5,1,-5,-5,1,622409,9783074
1007,0,1,-5,-5,1,-5,-5,1,622409,9777074
1008,0,1,-5,-5,1,-5,-5,1,622409,9759074
1009,0,1,-5,-5,0,-5,-5,0,622409,9753074
1010,0,1,-5,-5,1,-5,-5,1,622409,9771074
1011,0,1,-5,-5,1,-5,-5,1,622409,9765074
1012,1,1,-5,1,1,-5,1,1,622409,9735074
1013,0,1,-5,-5,1,-5,-5,1,622409,9747074
1014,0,1,-5,-5,1,-5,-5,1,622409,9741074
1015,0,1,-5,-5,1,-5,-5,1,573409,9831074
1016,0,1,-5,-5,1,-5,-5,1,573409,9825074
1017,0,0,-5,-5,-5,-5,-5,-5,573409,9843074
1018,0,1,-5,-5,1,-5,-5,1,573409,9837074
1019,0,1,-5,-5,1,-5,-5,1,573409,9807074
1020,0,1,-5,-5,1,-5,-5,1,573409,9801074
1021,0,1,-5,-5,1,-5,-5,1,573409,9819074
1022,0,1,-5,-5,1,-5,-5,1,573409,9813074
1023,0,1,-5,-5,1,-5,-5,1,573409,9795074
1024,0,1,-5,-5,0,-5,-5,0,566409,9849074
1025,0,1,-5,-5,1,-5,-5,1,566409,9831074
1026,0,1,-5,-5,1,-5,-5,1,566409,9825074
1027,0,1,-5,-5,0,-5,-5,0,566409,9843074
1028,0,1,-5,-5,1,-5,-5,1,566409,9837074
1029,0,1,-5,-5,0,-5,-5,0,566409,9807074
1030,0,1,-5,-5,0,-5,-5,0,566409,9819074
1031,0,1,-5,-5,1,-5,-5,1,566409,9813074
1032,0,1,-5,-5,0,-5,-5,0,559409,9819074
1033,0,1,-5,-5,1,-5,-5,1,594409,9783074
1034,0,1,-5,-5,0,-5,-5,0,594409,9777074
1035,0,1,-5,-5,1,-5,-5,1,594409,9795074
1036,0,1,-5,-5,1,-5,-5,1,594409,9789074
1037,0,1,-5,-5,1,-5,-5,1,594409,9759074
1038,0,1,-5,-5,0,-5,-5,0,594409,9771074
1039,0,1,-5,-5,0,-5,-5,0,594409,9765074
1040,0,1,-5,-5,1,-5,-5,1,594409,9807074
1041,0,1,-5,-5,1,-5,-5,1,594409,9801074
1042,0,1,-5,-5,1,-5,-5,1,594409,9819074
1043,0,1,-5,-5,1,-5,-5,1,594409,9813074
1044,0,1,-5,-5,1,-5,-5,1,587409,9807074
1045,0,1,-5,-5,1,-5,-5,1,587409,9801074
1046,0,1,-5,-5,0,-5,-5,0,587409,9819074
1047,0,1,-5,-5,1,-5,-5,1,587409,9813074
1048,1,1,-5,1,1,-5,1,1,587409,9783074
1049,0,1,-5,-5,0,-5,-5,0,587409,9777074
1050,0,1,-5,-5,1,-5,-5,1,587409,9795074
1051,0,1,-5,-5,1,-5,-5,1,587409,9789074
1052,0,1,-5,-5,1,-5,-5,1,587409,9825074
1053,0,1,-5,-5,0,-5,-5,0,580409,9831074
1054,0,1,-5,-5,1,-5,-5,1,580409,9825074
1055,0,1,-5,-5,0,-5,-5,0,580409,9837074
1056,0,1,-5,-5,0,-5,-5,0,580409,9807074
1057,0,1,-5,-5,1,-5,-5,1,580409,9801074
1058,0,1,-5,-5,1,-5,-5,1,580409,9819074
1059,0,1,-5,-5,1,-5,-5,1,580409,9813074
1060,0,1,-5,-5,0,-5,-5,0,580409,9795074
1061,0,1,-5,-5,1,-5,-5,1,580409,9789074
1062,0,1,-5,-5,1,-5,-5,1,650409,9759074
1063,1,1,-5,1,1,-5,1,1,650409,9753074
1064,1,0,-5,1,-5,-5,1,-5,650409,9747074
1065,0,1,-5,-5,1,-5,-5,1,643409,9759074
1066,0,1,-5,-5,1,-5,-5,1,643409,9753074
1067,0,1,-5,-5,1,-5,-5,1,643409,9765074
1068,1,1,-5,0,1,-5,0,1,643409,9747074
1069,1,0,-5,1,-5,-5,1,-5,643409,9741074
